"","mice","date_expe","BW","BT","EEDm","EENm","EREDm","FAT","FIDs","FINs","GLY","LEAN","P0","P1","P3","P5","RERDm","RERNm","STATUS","VCO2Dm","VCO2Nm","VO2Dm","VO2Nm","WIDs","WINs","XYDs","XYNs","ZDs","ZNs","DOB","DOD","AGE","REMAINTIME","XYTOTs","ZTOTs","XYZTOTs","XYZDs","XYZNs","RERTOTm","EETOTs","EEDs","EENs","FIDKCALs","FINKCALs","FITOTKCALs","WITOTs","EB","FAOX","FATPROP","LEANPROP"
"11",1,2021-06-30,35.1,36.7,0.385094725347222,0.507853377083333,0.3592167,5.64,1.01756616666667,3.0444135,146,25.55,4.306,131.069,59.266,NA,0.861671591319444,0.981087928125,"ISOLATED",68.0690233958333,99.1390875,78.612123125,101.04175,0.540577000000001,2.3130555,21701.6666666667,44319.5,1667.5,8438,2019-01-19,2021-12-06,893,-159,66021.1666666667,10105.5,76126.6666666667,23369.1666666667,52757.5,0.921379759722222,10.7153772291667,4.62113670416667,6.094240525,3.3976534305,10.1652966765,13.562950107,2.8536325,2.84757287783333,2.80815177474704,16.0683760683761,72.7920227920228
"12",1,2021-07-13,33.81,36.3,NA,NA,NA,5.51,NA,NA,140,25.1,3.68,93.385,52.284,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-12-06,906,-146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2969535640343,74.2383910085773
"13",1,2021-07-28,34.04,37,0.407335127083333,0.523285528125,0.372091603571429,5.37,0.5833385,3.3493965,140,25.36,3.609,123.379,65.773,NA,0.800058235416667,0.97867738125,"ISOLATED",67.9260924375,101.9923675,84.29557625,104.1568,0.204129,1.5686345,15954.5,39699.5,2298,8710.5,2019-01-19,2021-12-06,921,-131,55654,11008.5,66662.5,18252.5,48410,0.889367808333333,11.1674478625,4.888021525,6.2794263375,1.9477672515,11.1836349135,13.131402165,1.7727635,1.9639543025,4.11826410783869,15.7755581668625,74.5005875440658
"14",1,2021-08-11,33.95,36.2,NA,NA,NA,5.31,NA,NA,153,25.5,4.48,112.531,51.563,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-12-06,935,-117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.640648011782,75.1104565537555
"15",1,2021-08-24,33,37.2,0.394189989583333,0.523463788541667,0.316275922222222,NA,0.7575265,4.043163,181,NA,3.893,59.639,34.173,NA,0.863280673958333,0.987641626041666,"ISOLATED",69.8564588125,102.687793125,80.4183575,104.00687375,0.380941999999999,2.5299955,18675.5,40570.5,2529,11029.5,2019-01-19,2021-12-06,948,-104,59246,13558.5,72804.5,21204.5,51600,0.92546115,11.0118453375,4.730279875,6.2815654625,2.5293809835,13.500121257,16.0295022405,2.9109375,5.017656903,2.73603429278371,NA,NA
"16",1,2021-09-07,32.1,36.8,NA,NA,NA,NA,NA,NA,150,NA,3.422,103.805,70.443,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-12-06,962,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1,2021-09-23,32.1,36.9,0.392808098611111,0.50082015625,0.337462157142857,NA,0.453095333333332,3.51252066666667,150,NA,3.799,52.417,56.354,NA,0.931196875,1.06301047986111,"ISOLATED",73.9426518958334,103.976148666667,78.92096575,97.8996537083333,0.201080000000001,2.34335,19202,41424.6666666667,1822.33333333333,9956.33333333333,2019-01-19,2021-12-06,978,-74,60626.6666666667,11778.6666666667,72405.3333333333,21024.3333333333,51381,0.997103677430555,10.7235390583333,4.71369718333333,6.009841875,1.512885318,11.728306506,13.241191824,2.54443,2.51765276566667,0.103529427329905,NA,NA
"18",1,2021-10-05,33.1,36.2,NA,NA,NA,NA,NA,NA,160,NA,5.168,77.241,74.515,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-12-06,990,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1,2021-10-18,31.6,36.3,0.325365842708333,0.429387886458333,0.303773808333333,NA,0.253283,2.428579,135,NA,3.618,118.795,129.153,NA,0.83893425625,0.95840473125,"ISOLATED",56.1727671875,82.4765549375,66.794917875,85.807872,0.0396074999999997,1.457331,17014.5,34546,2552,9308,2019-01-19,2021-12-06,1003,-49,51560.5,11860,63420.5,19566.5,43854,0.89866949375,9.05704475,3.9043901125,5.1526546375,0.845711937000001,8.109025281,8.954737218,1.4969385,-0.102307531999999,3.05918309882135,NA,NA
"20",1,2021-11-02,32.3,36.5,NA,NA,NA,3.59,NA,NA,147,25.67,4.218,90.582,72.628,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-12-06,1018,-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1145510835913,79.4736842105263
"21",1,2021-11-18,31.27,36.4,0.417136113541667,0.4789191,0.333394,2.85,0.7747425,1.6485045,126,25.39,4.977,241.87,33.843,NA,0.884711585416667,0.944694909375,"ISOLATED",75.244312125,91.172992,84.728725,95.935493125,0.5583225,2.075514,23579,30663.5,3595,9730.5,2019-01-19,2021-12-06,1034,-18,54242.5,13325.5,67568,27174,40394,0.914703247395833,10.7526625625,5.0056333625,5.7470292,2.5868652075,5.5043565255,8.091221733,2.6338365,-2.6614408295,3.0572239947655,9.11416693316278,81.1960345378957
"22",1,2021-12-01,31.7,33.5,NA,NA,NA,2.05,NA,NA,138,25.47,4.497,58.392,59.536,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-12-06,1047,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46687697160883,80.3470031545741
"23",2,2021-02-17,29.5,34.4,0.32646780625,0.419934415625,0.282041175,2.69,1.2441595,3.3271395,131,24.92,3.137,78.201,38.411,22.572,0.898046609722222,1.004298859375,"ISOLATED",59.5678990625,83.433705,66.1217235625,83.140506875,0.431694166666666,2.693031,21400.8333333333,42429,2370.66666666667,6887,2019-01-19,2021-09-19,760,-214,63829.8333333333,9257.66666666667,73087.5,23771.5,49316,0.951172734548611,8.9568266625,3.917613675,5.0392129875,4.1542485705,11.1093187905,15.263567361,3.12472516666667,6.3067406985,1.45779117683988,9.11864406779661,84.4745762711864
"24",2,2021-02-23,30.5,37,NA,NA,NA,3.75,NA,NA,164,24.3,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-09-19,766,-208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2950819672131,79.672131147541
"25",2,2021-03-11,30.4,35.5,0.390316023263889,0.485301591666667,0.3774326,3.36,0.860325,2.909686,140,24.16,3.401,71.694,39.073,16.383,0.835708964583333,0.99978395,"ISOLATED",67.1387645,96.126261875,80.1980585,96.16491875,0.208976,2.741386,20241.3333333333,42782.5,2206.83333333333,7528.5,2019-01-19,2021-09-19,782,-192,63023.8333333333,9735.33333333333,72759.1666666667,22448.1666666667,50311,0.917746457291667,10.5074113791667,4.68379227916667,5.8236191,2.872625175,9.715441554,12.588066729,2.950362,2.08065534983333,2.88090603543437,11.0526315789474,79.4736842105263
"26",2,2021-03-23,29.6,35.2,NA,NA,NA,3.44,NA,NA,153,23.96,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-09-19,794,-180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6216216216216,80.9459459459459
"27",2,2021-04-07,30.1,37,0.398112084375,0.506153929166667,0.357546766666667,3.51,NA,NA,153,24.41,3.91,139.754,79.167,32.117,0.816957027083333,1.01158885625,"ISOLATED",67.2856083125,101.16739125,82.135038125,100.041310625,NA,NA,18899.5,48840.5,1660.5,9341.5,2019-01-19,2021-09-19,809,-165,67740,11002,78742,20560,58182,0.914272941666667,10.8511921625,4.7773450125,6.07384715,NA,NA,NA,NA,NA,3.10080261166949,11.6611295681063,81.0963455149502
"28",2,2021-04-20,29.78,36.4,NA,NA,NA,3.52,NA,NA,158,23.72,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-09-19,822,-152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8200134318334,79.6507723304231
"29",2,2021-05-04,30.52,37.2,0.328468285069444,0.433780508333333,0.291230105555556,3.41,0.716980000000001,3.9636035,163,24.26,3.544,120.33,100.799,56.072,0.839626470486111,0.986440973958334,"ISOLATED",56.8470469791667,85.0097284375,67.3929091666667,86.211554375,0.480089166666667,2.848086,19084.3333333333,42546.5,1963.16666666667,9200,2019-01-19,2021-09-19,836,-138,61630.8333333333,11163.1666666667,72794,21047.5,51746.5,0.913033722222222,9.14698552083333,3.94161942083333,5.2053661,2.39399622,13.2344720865,15.6284683065,3.32817516666667,6.48148278566667,2.65159761211368,11.173001310616,79.4888597640891
"30",2,2021-05-18,30.48,36.8,NA,NA,NA,3.6,NA,NA,139,24.42,3.792,158.294,111.865,48.021,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-09-19,850,-124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8110236220472,80.1181102362205
"31",2,2021-06-01,30.32,36.4,0.296956371875,0.406027102083333,0.267836186666667,3.24,1.1056935,3.2594585,138,24.66,3.461,140.743,127.582,60.167,0.895782029166667,1.02793951666667,"ISOLATED",54.0419366875,82.173461625,60.184214625,79.9653041875,0.688982000000001,2.693281,16818.5,46886.5,2830.5,8328,2019-01-19,2021-09-19,864,-110,63705,11158.5,74863.5,19649,55214.5,0.961860772916667,8.4358016875,3.5634764625,4.872325225,3.6919105965,10.8833319315,14.575242528,3.382263,6.1394408405,1.07244985396509,10.6860158311346,81.3324538258575
"32",2,2021-06-15,30.94,36.9,NA,NA,NA,3.26,NA,NA,125,25.65,3.547,232.342,89.598,53.242,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-09-19,878,-96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5365223012282,82.9023917259211
"33",2,2021-06-30,31.2,36.4,0.322111840972222,0.416499186458333,0.27651865,3.64,0.600182333333333,2.9653095,141,24.3,5.107,141.676,97.021,NA,0.827683232291667,1.007740259375,"ISOLATED",55.1017823333333,83.1590618125,66.2697967083333,82.3459209375,0.370661166666667,2.8936425,19580.3333333333,40301.5,2811.5,11141.5,2019-01-19,2021-09-19,893,-81,59881.8333333333,13953,73834.8333333333,22391.8333333333,51443,0.917711745833333,8.86333232916667,3.86534209166667,4.9979902375,2.004008811,9.9011684205,11.9051772315,3.26430366666667,3.04184490233333,2.43116047822033,11.6666666666667,77.8846153846154
"34",2,2021-07-13,30.43,36.6,NA,NA,NA,3.14,NA,NA,129,24.54,3.79,108.32,91.322,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-09-19,906,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3187643772593,80.6441012159054
"35",2,2021-07-28,30.16,36.7,0.341733832291667,0.45411309375,0.307778458333333,2.97,0.6892965,3.8366755,128,24.62,3.547,70.15,101.159,NA,0.827086907291667,1.01966609479167,"ISOLATED",58.4603689375,91.365273125,70.3061851875,89.5871841875,0.395458000000001,2.002523,18795,46852,2151,11687,2019-01-19,2021-09-19,921,-53,65647,13838,79485,20946,58539,0.923376501041667,9.5501631125,4.1008059875,5.449357125,2.3015610135,12.8106594945,15.112220508,2.397981,5.5620573955,2.43922304434186,9.8474801061008,81.631299734748
"36",2,2021-08-11,30.64,36,NA,NA,NA,2.76,NA,NA,145,25.4,4.362,99.722,139.066,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-09-19,935,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.00783289817232,82.8981723237598
"37",2,2021-08-24,30.2,36.3,0.31328645625,0.438811941666667,0.2533736,NA,0.5961635,2.6947795,128,NA,3.865,68.077,73.387,NA,0.8288735375,1.04576787395833,"ISOLATED",53.6972190625,90.119455375,64.424595625,86.0542551875,0.319611999999999,3.741622,17144.5,44952,2167,9282.5,2019-01-19,2021-09-19,948,-26,62096.5,11449.5,73546,19311.5,54234.5,0.937320705729167,9.025180775,3.759437475,5.2657433,1.9905899265,8.9978687505,10.988458677,4.061234,1.963277902,1.88563987214564,NA,NA
"38",2,2021-09-07,30.1,36.4,NA,NA,NA,NA,NA,NA,142,NA,3.703,115.512,96.093,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-09-19,962,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",3,2021-02-17,26.3,34.9,0.424257505208333,0.469689096875,NA,1.93,2.28838666666667,2.101037,111,21.47,4.476,28.066,20.906,17.071,1.04582580347222,1.01739088958333,"ISOLATED",86.9345550625,94.396522625,83.2549832083333,92.68879875,2.79782266666667,2.319379,32302.5,41351.5,3605.83333333333,4220,2019-01-19,2021-06-10,760,-113,73654,7825.83333333333,81479.8333333333,35908.3333333333,45571.5,1.03160834652778,10.727359225,5.0910900625,5.6362691625,7.64092308,7.015362543,14.656285623,5.11720166666667,3.928926398,-1.13024695903918,7.33840304182509,81.6349809885932
"40",3,2021-02-23,32.5,36.4,NA,NA,NA,4.19,NA,NA,193,25.8,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-06-10,766,-107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8923076923077,79.3846153846154
"41",3,2021-03-11,31.6,35.5,0.455934030902778,0.541487147916667,0.406997011111111,3.66,1.33260766666667,1.6625025,137,25.23,5.332,134.591,32.837,16.019,0.869336545486111,0.962610144791667,"ISOLATED",81.3296381527778,104.28518375,92.8656325,108.13188,1.2855,2.4109535,25761.5,51304,3261.5,9575,2019-01-19,2021-06-10,782,-91,77065.5,12836.5,89902,29023,60879,0.915973345138889,11.9690541458333,5.47120837083333,6.497845775,4.449576999,5.5510958475,10.0006728465,3.6964535,-1.96838129933333,3.35239860575297,11.5822784810127,79.8417721518987
"42",3,2021-03-23,32.3,36,NA,NA,NA,4.48,NA,NA,154,25.39,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-06-10,794,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8699690402477,78.6068111455108
"43",3,2021-04-07,32.5,36,0.46298985,0.562288547916667,0.4185263,5.15,NA,NA,164,24.61,3.599,211.176,71.802,24.086,0.799959239583333,0.982215134375,"ISOLATED",76.9637125625,109.841506875,95.88124,111.85075875,NA,NA,28230.5,52294.5,2636.5,10337.5,2019-01-19,2021-06-10,809,-64,80525,12974,93499,30867,62632,0.891087186979167,12.303340775,5.5558782,6.747462575,NA,NA,NA,NA,NA,4.46663817786389,15.8461538461538,75.7230769230769
"44",3,2021-04-20,30.5,35,NA,NA,NA,3.88,NA,NA,132,24.11,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-06-10,822,-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7213114754098,79.0491803278689
"45",3,2021-05-04,31.6,35.2,0.378735574652778,0.479895552083333,NA,4.76,0.881887,2.630293,137,24.59,3.555,32.169,32.422,24.089,0.822635622222222,0.973837141666667,"ISOLATED",64.4445025208334,93.123710625,78.0157186666667,95.635809375,0.466502666666666,2.5880545,26411.6666666667,45220,2760.5,8049,2019-01-19,2021-06-10,836,-37,71631.6666666667,10809.5,82441.1666666667,29172.1666666667,53269,0.898236381944445,10.3035735208333,4.54482689583333,5.758746625,2.944620693,8.782548327,11.72716902,3.05455716666667,1.42359549916667,3.49509640127139,15.0632911392405,77.8164556962025
"46",3,2021-05-18,32.68,36.2,NA,NA,NA,3.36,NA,NA,129,26.96,3.953,154.347,57.854,20.173,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-06-10,850,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.281517747858,82.4969400244798
"47",3,2021-06-01,31.87,36.1,0.4273310234375,0.4469625,NA,2.02,2.48552083333333,2.688932,107,28.14,4.24,37.286,22.578,17.982,0.880730014756944,0.875734825,"ISOLATED",76.5518722083333,79.7066958333333,86.9486547916667,91.04463375,3.71482416666667,3.0891,27984.5833333333,28533,5770.25,4863.66666666667,2019-01-19,2021-06-10,864,-9,56517.5833333333,10633.9166666667,67151.5,33754.8333333333,33396.6666666667,0.878232419878472,10.49152228125,5.12797228125,5.36355,8.2991540625,8.978343948,17.2774980105,6.80392416666667,6.78597572925,4.25842426659634,6.33824913711955,88.2962033260119
"48",4,2021-02-17,36.1,34.9,0.375164281597222,0.496466184375,0.32940164,3.85,0.817186833333334,2.64347,127,29.33,4.602,93.472,28.793,23.915,0.895218334027778,0.98600581875,"ISOLATED",68.2770086875,97.1591785625,76.0339805625,98.707974375,0.585554333333334,3.0662925,22318.5,42934,2141,5775.5,2019-01-19,2021-08-16,760,-180,65252.5,7916.5,73169,24459.5,48709.5,0.940612076388889,10.4595655916667,4.50197137916667,5.9575942125,2.7285868365,8.82654633,11.5551331665,3.65184683333333,1.09556757483334,2.07057294121102,10.6648199445983,81.2465373961219
"49",4,2021-02-23,34.3,37.4,NA,NA,NA,4.07,NA,NA,135,27.29,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-08-16,766,-174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.865889212828,79.5626822157434
"50",4,2021-03-11,34.5,36,0.425516907638889,0.533228670833333,0.38735025297619,4.66,0.510399499999999,2.9332015,131,26.67,4.037,111.366,33.391,13.559,0.815257081597222,0.962617621875,"ISOLATED",71.8008459097222,102.619281875,87.8216644444445,106.50386875,0.491707166666667,3.2398515,17044,45022.5,2050.83333333333,6800,2019-01-19,2021-08-16,782,-158,62066.5,8850.83333333333,70917.3333333333,19094.8333333333,51822.5,0.888937351736111,11.5049469416667,5.10620289166667,6.39874405,1.7042239305,9.7939598085,11.498183739,3.73155866666667,-0.00676320266666686,4.25923291825676,13.5072463768116,77.304347826087
"51",4,2021-03-23,34.1,36.4,NA,NA,NA,4.39,NA,NA,151,27.07,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-08-16,794,-146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8739002932551,79.3841642228739
"52",4,2021-04-07,34.6,35.6,0.443840859375,0.533715244791667,0.411410770833333,4.77,NA,NA,145,26.84,3.943,94.994,43.341,22.186,0.817836284375,0.994998377083333,"ISOLATED",75.06272575,105.281955625,91.555823125,105.88008125,NA,NA,20535.5,39036,2465.5,8454.5,2019-01-19,2021-08-16,809,-131,59571.5,10920,70491.5,23001,47490.5,0.906417330729167,11.73067325,5.3260903125,6.4045829375,NA,NA,NA,NA,NA,3.65929238359654,13.7861271676301,77.5722543352601
"53",4,2021-04-20,33.88,35.9,NA,NA,NA,4.63,NA,NA,162,26.73,NA,NA,NA,NA,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-08-16,822,-118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6658795749705,78.8961038961039
"54",4,2021-05-04,33.83,36.3,0.345611692013889,0.439673089583333,0.29773199047619,3.88,0.654295333333333,2.307082,131,27.38,3.576,232.14,73.587,34.929,0.800221009027778,0.953219121875,"ISOLATED",57.5645815416667,84.0359069375,71.5415547291667,87.98005,0.494479833333334,2.245655,16371.6666666667,30838.5,2135.83333333333,6328.5,2019-01-19,2021-08-16,836,-104,47210.1666666667,8464.33333333333,55674.5,18507.5,37167,0.876720065451389,9.42341737916667,4.14734030416667,5.276077075,2.184692118,7.703346798,9.888038916,2.74013483333333,0.464621536833333,3.87239425909304,11.4691102571682,80.9340821755838
"55",4,2021-05-18,34.66,36,NA,NA,NA,4.01,NA,NA,127,27.99,4.082,295.8,84.572,33.679,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-08-16,850,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5695326024235,80.7559145989613
"56",4,2021-06-01,34.2,36.3,0.3039424125,0.442545979166667,0.266601020833333,3.83,0.538249,2.3051255,124,27.85,3.876,57.822,24.61,14.613,0.842381932291667,1.00802433229167,"ISOLATED",52.910724125,88.361559125,62.274334875,87.495077375,0.218889,2.0653095,14454.5,36332.5,2196,5650,2019-01-19,2021-08-16,864,-76,50787,7846,58633,16650.5,41982.5,0.925203132291667,8.9578607,3.64730895,5.31055175,1.797213411,7.6968140445,9.4940274555,2.2841985,0.5361667555,2.23339973909193,11.1988304093567,81.4327485380117
"57",4,2021-06-15,34.28,36.1,NA,NA,NA,3.21,NA,NA,122,27.49,3.741,142.759,55.646,32.272,NA,NA,"ISOLATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-19,2021-08-16,878,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.36406067677946,80.1925320886814
