"","mice","date_expe","BW","BT","EEDm","EENm","EREDm","FAT","FIDs","FINs","GLY","LEAN","P0","P1","P3","P5","RERDm","RERNm","STATUS","VCO2Dm","VCO2Nm","VO2Dm","VO2Nm","WIDs","WINs","XYDm","XYNm","ZDs","ZNs","DOB","DOD","AGE","REMAINTIME","XYTOTs","ZTOTs","XYZTOTs","XYZDs","XYZNs","XYDs","XYNs","RERTOTm","EETOTs","EEDs","EENs","FIDKCALs","FINKCALs","FITOTKCALs","WITOTs","EB","FAOX","FATPROP","LEANPROP"
"13",1,2022-04-22,32.54,36.5,0.612791666666667,0.728947916666667,0.542291666666667,0.57,2.43,5.49,120,26.533,4.584,88.245,99.285,57.398,0.884729166666667,1.07886458333333,"ISOLATED",110.802083333333,153.552083333333,124.479166666667,141.916666666667,1.91,4.19,2658.58333333333,3346.875,11078,18050,2019-10-03,2022-07-04,932,-73,72065.5,29128,101193.5,42981,58212.5,31903,40162.5,0.981796875,16.100875,7.3535,8.747375,8.11377,18.33111,26.44488,6.1,10.344005,0.976954134114577,1.75169022741242,81.539643515673
"14",1,2022-05-12,35.8,37.2,0.617177083333333,0.699583333333333,0.574226190476191,0,2.32,6.885,101,29.619,5.219,74.52,110.195,58.022,0.878427083333333,1.041875,"ISOLATED",110.635416666667,143.520833333333,125.53125,137.28125,1.07,4.11,2617.66666666667,2829.5,9916.5,14639.5,2019-10-03,2022-07-04,952,-53,65366,24556,89922,41328.5,48593.5,31412,33954,0.960151041666667,15.801125,7.406125,8.395,7.74648000000001,22.989015,30.735495,5.18,14.93437,2.0988612391493,0,82.7346368715084
"15",1,2022-06-03,38.2,35.6,0.601854166666667,0.689333333333333,0.547833333333333,0,2.06,5.06,125,32.464,4.887,129.232,79.226,36.741,0.90697801453125,1.06115911798958,"ISOLATED",110.71875,143.479166666667,121.635416666667,134.645833333333,1.06,3.48,1447.45833333333,1865.08333333333,8241,11944.5,2019-10-03,2022-07-04,974,-31,39750.5,20185.5,59936,25610.5,34325.5,17369.5,22381,0.984068566260417,15.49425,7.22225,8.272,6.87834,16.89534,23.77368,4.54,8.27943,0.822818724065127,0,84.9842931937173
"16",1,2022-06-20,42.28,36.1,0.7058125,0.7911875,0.613520833333333,0,2.105,5.085,93,35.953,9.312,92.038,82.313,40.747,0.85084375,0.92571875,"ISOLATED",123.354166666667,148.041666666667,144.447916666667,159.25,1.325,3.24,1900.66666666667,2080.70833333333,7966,12456,2019-10-03,2022-07-04,991,-14,47776.5,20422,68198.5,30774,37424.5,22808,24968.5,0.88828125,17.964,8.46975,9.49425,7.028595,16.978815,24.00741,4.565,6.04340999999999,6.68971874999999,0,85.0354777672659
"17",2,2021-07-23,31.89,37.5,0.522527777777778,0.622347222222222,0.495902777777778,7.287,1.76,3.82,149,19.971,3.727,170.881,44.442,28.681,0.871701388888889,1.01194444444444,"ISOLATED",93.0208333333333,124.645833333333,106.493055555556,122.951388888889,0.946666666666666,2.36666666666667,4054.52777777778,11532.9166666667,9163.66666666667,27772,2019-10-03,2022-05-23,659,-304,187049.333333333,36935.6666666667,223985,57818,166167,48654.3333333333,138395,0.941822916666667,13.7385,6.27033333333333,7.46816666666667,5.87664,12.75498,18.63162,3.31333333333333,4.89312,2.66421953125,22.8504233301976,62.6246472248354
"18",2,2021-08-27,31.88,37.7,0.537680555555556,0.623597222222222,0.507366161616162,7.152,1.95,3.68,192,20.092,4.65,191.527,71.522,56.41,0.892506944444444,1.01003472222222,"ISOLATED",97.5,124.625,109.069444444444,123.256944444444,0.85,2.13333333333333,3196.22222222222,11984.4722222222,7830.33333333333,31779.3333333333,2019-10-03,2022-05-23,694,-269,182168.333333333,39609.6666666667,221778,46185,175593,38354.6666666667,143813.666666667,0.951270833333333,13.9353333333333,6.45216666666667,7.48316666666667,6.51105,12.28752,18.79857,2.98333333333333,4.86323666666666,2.26352393518519,22.4341279799247,63.0238393977415
"19",2,2021-09-21,34.32,37.3,0.530489583333333,0.613572916666667,0.513180555555556,8.73,0.845,2.88,173,20.397,5.905,245.033,106.258,114.564,0.860135416666667,0.9671875,"ISOLATED",93.40625,118.5,108.3125,122.416666666667,0.43,1.805,2970.125,9349.45833333333,7439.5,23878.5,2019-10-03,2022-05-23,719,-244,147835,31318,179153,43081,136072,35641.5,112193.5,0.913661458333333,13.72875,6.365875,7.362875,2.821455,9.61632,12.437775,2.235,-1.290975,3.95106751302083,25.4370629370629,59.4318181818182
"20",2,2021-10-12,34.22,37,0.558291666666667,0.618208333333333,0.528275,9.078,1.705,2.795,182,20.061,4.499,151.245,53.628,49.745,0.872625,0.974416666666667,"ISOLATED",99.4791666666667,120.25,113.729166666667,123.125,0.945000000000001,1.89,2967.54166666667,8869.5,7791,22906.5,2019-10-03,2022-05-23,740,-223,142044.5,30697.5,172742,43401.5,129340.5,35610.5,106434,0.923520833333333,14.118,6.6995,7.4185,5.692995,9.332505,15.0255,2.835,0.907500000000001,3.59910958333333,26.5283459964933,58.6236119228521
"21",2,2021-11-03,34.78,37.7,0.534385416666667,0.604760416666667,0.5072125,9.415,0.925,3.27,183,19.952,5.055,254.32,51.487,38.797,0.843635416666667,1.01208333333333,"ISOLATED",92.59375,121.0625,109.635416666667,119.4375,0.415,2.33,2219,5615,7202.5,16608.5,2019-10-03,2022-05-23,762,-201,94008,23811,117819,33830.5,83988.5,26628,67380,0.927859375,13.66975,6.412625,7.257125,3.088575,10.91853,14.007105,2.745,0.337355000000001,3.2871476953125,27.0701552616446,57.3663024726855
"22",2,2021-11-23,33.52,37.2,0.54234375,0.622927083333333,0.515885416666667,9.195,1.465,3.455,172,20.477,4.756,180.449,63.874,43.091,0.87884375,1.02661458333333,"ISOLATED",97.1979166666667,126,110.3125,122.697916666667,0.955,2.315,2908.16666666667,7684.04166666667,8227.5,20705,2019-10-03,2022-05-23,782,-181,127106.5,28932.5,156039,43125.5,112913.5,34898,92208.5,0.952729166666667,13.98325,6.508125,7.475125,4.891635,11.536245,16.42788,3.27,2.44463,2.20333293402778,27.43138424821,61.0889021479714
"23",2,2021-12-14,33.42,37.1,0.526614583333333,0.599375,0.504488636363636,8.852,1.355,3.32,178,19.996,5.323,364.929,106.613,42.897,0.893,1.03763541666667,"ISOLATED",95.4479166666667,122.302083333333,106.802083333333,117.75,0.890000000000001,2.445,2679.29166666667,7247.33333333333,8257.5,20029.5,2019-10-03,2022-05-23,803,-160,119119.5,28287,147406.5,40409,106997.5,32151.5,86968,0.965317708333333,13.511875,6.319375,7.1925,4.524345,11.08548,15.609825,3.335,2.09795,1.56207596571181,26.4871334530221,59.8324356672651
"24",2,2022-01-04,34.3,37.4,0.535114583333333,0.61234375,0.509958333333333,9.368,0.8,3,176,20.659,3.905,82.891,49.758,43.006,0.827552083333333,0.9814375,"ISOLATED",91.34375,119.697916666667,110.114583333333,121.78125,0.784999999999999,2.52,3022.41666666667,8596.91666666667,9086.5,22465.5,2019-10-03,2022-05-23,824,-139,139432,31552,170984,45355.5,125628.5,36269,103163,0.904494791666667,13.7695,6.421375,7.348125,2.6712,10.017,12.6882,3.305,-1.0813,4.38352988715278,27.3119533527697,60.2303206997085
"25",2,2022-02-01,32.52,37.4,0.46853125,0.541708333333333,0.469733585858586,7.629,1.985,3.065,162,20.016,3.856,184.276,75.736,43.553,0.816938507100695,0.982489236541667,"ISOLATED",89.2673611111111,120.395833333333,108.986111111111,122.416666666667,1.41833333333333,2.655,3257.08333333333,6204.41666666667,9053.33333333333,17344,2019-10-03,2022-05-23,852,-111,113538,26397.3333333333,139935.333333333,48138.3333333333,91797,39085,74453,0.899713871821181,12.122875,5.622375,6.5005,6.627915,10.234035,16.86195,4.07333333333333,4.739075,4.05252065381935,23.4594095940959,61.549815498155
"26",2,2022-02-15,32.24,36.5,0.534402777777778,0.601875,0.512263888888889,7.231,1.60166666666667,3.34,162,20.009,4.291,91.293,31.958,25.112,0.840034722222222,0.990625,"ISOLATED",92.34375,118.548611111111,109.700231481481,119.493055555556,1.215,2.85,2144.72222222222,6207.13888888889,8275.5,19676.3333333333,2019-10-03,2022-05-23,866,-97,100222.333333333,27951.8333333333,128174.166666667,34012.1666666667,94162,25736.6666666667,74485.6666666667,0.915329861111111,13.6353333333333,6.41283333333334,7.2225,5.347965,11.15226,16.500225,4.065,2.86489166666667,3.8483518904321,22.4286600496278,62.0626550868486
"27",2,2022-03-08,31.83,37.1,0.524625,0.589614583333333,0.499868055555556,6.536,1.465,2.72,155,20.131,4.726,116.134,108.057,43.938,0.814811417010416,0.958466422010417,"ISOLATED",88.53125,113.270833333333,108.270833333333,117.854166666667,1.47,2.91,1931.29166666667,6016.20833333333,8857.5,19260,2019-10-03,2022-05-23,887,-76,95370,28117.5,123487.5,32033,91454.5,23175.5,72194.5,0.886638919510417,13.370875,6.2955,7.075375,4.891635,9.08208,13.973715,4.38,0.602839999999997,5.05245612363719,20.5340873389884,63.2453660069117
"28",2,2022-03-29,30.19,36.7,0.530458333333333,0.603020833333333,0.507859848484849,3.185,1.435,3.88,145,21.86,5.025,121.671,41,33.878,0.800158841283845,0.955384577934312,"ISOLATED",88.1770833333333,115.510416666667,109.920138888889,120.604166666667,1.93,3.4,1951.20833333333,6618.25,9071,20545.5,2019-10-03,2022-05-23,908,-55,102833.5,29616.5,132450,32485.5,99964.5,23414.5,79419,0.877771709609079,13.60175,6.3655,7.23625,4.791465,12.95532,17.746785,5.33,4.145035,5.54172882941571,10.5498509440212,72.4080821464061
"29",2,2022-04-22,29.62,37.2,0.57175,0.635697916666667,0.529341666666667,1.02,1.5,3.365,109,23.365,3.982,70.371,46.329,40.937,0.864875,0.986895833333333,"ISOLATED",101.270833333333,124.78125,116.666666666667,126.28125,2.01,3.77,2500.75,4447.91666666667,10123,16532,2019-10-03,2022-05-23,932,-31,83384,26655,110039,40132,69907,30009,53375,0.925885416666667,14.489375,6.861,7.628375,5.0085,11.235735,16.244235,5.78,1.75486,3.57957996961806,3.44361917623227,78.8825118163403
"30",2,2022-05-12,32.9,37.5,0.508270833333333,0.545114583333333,0.476212121212121,0,1.265,2.285,93,26.898,8.544,206.937,164.485,86.137,0.80325,0.876760416666667,"ISOLATED",84.7395833333333,97.59375,105.145833333333,110.96875,1.44,2.645,1306.75,2345.83333333333,8948.5,12722.5,2019-10-03,2022-05-23,952,-11,43831,21671,65502,24629.5,40872.5,15681,28150,0.840005208333333,12.640625,6.09925,6.541375,4.223835,7.629615,11.85345,4.085,-0.787175,6.74144721137153,0,81.7568389057751
"31",3,2021-07-23,26.21,37.6,0.420840277777778,0.495520833333333,0.397931712962963,3.487,0.81,3.01333333333333,182,18.448,3.928,46.588,21.978,17.572,0.824951388888889,0.961173611111111,"ISOLATED",71.6041666666667,95.25,86.7152777777778,99.0208333333333,0.39,1.74,1302,5037.11111111111,4678.33333333333,13351.3333333333,2019-10-03,2021-12-27,659,-157,76069.3333333333,18029.6666666667,94099,20302.3333333333,73796.6666666667,15624,60445.3333333333,0.8930625,10.9963333333333,5.05008333333333,5.94625,2.70459,10.06152,12.76611,2.13,1.76977666666667,3.91973465277777,13.3040824112934,70.3853491033956
"32",3,2021-08-27,25.82,37.5,0.4381875,0.552236111111111,0.416898148148148,2.913,0.703333333333333,3.75,175,19.279,3.791,161.388,41.818,32.622,0.820319444444444,1.00465972222222,"ISOLATED",74.2777777777778,109.986111111111,90.3888888888889,109.263888888889,0.333333333333333,2.37666666666667,2769.13888888889,11576.5555555556,6387.66666666667,28116,2019-10-03,2021-12-27,694,-122,172148.333333333,34503.6666666667,206652,39617.3333333333,167034.666666667,33229.6666666667,138918.666666667,0.912489583333333,11.8850833333333,5.25825,6.62683333333333,2.34843,12.52125,14.86968,2.71,2.98459666666667,3.46689531539351,11.281951975213,74.6669248644462
"33",3,2021-09-21,26.31,37.1,0.43771875,0.54025,0.413336805555556,2.418,0.665000000000001,3.82,145,20.087,7.287,122.87,66.7,35.931,0.826875,1.03027083333333,"ISOLATED",74.6354166666667,109.770833333333,90.0520833333333,106.25,0.405,2.195,2557,9058.54166666667,6006.5,22402,2019-10-03,2021-12-27,719,-97,139386.5,28408.5,167795,36690.5,131104.5,30684,108702.5,0.928572916666667,11.735625,5.252625,6.483,2.220435,12.75498,14.975415,2.6,3.23979,2.79413821614583,9.19042189281642,76.347396427214
"34",3,2021-10-12,28.31,37,0.475270833333333,0.551625,0.451691666666667,1.599,1.55,2.865,180,22.373,4.478,82.237,33.882,27.107,0.82915625,0.963864583333333,"ISOLATED",81.25,106.333333333333,97.7604166666667,110.125,0.6,1.65,2976.70833333333,6378.25,7188,16132,2019-10-03,2021-12-27,740,-76,112259.5,23320,135579.5,42908.5,92671,35720.5,76539,0.896510416666667,12.32275,5.70325,6.6195,5.17545,9.566235,14.741685,2.25,2.418935,4.25092087673611,5.64818085482162,79.0286117979513
"35",3,2021-11-03,30.89,37.4,0.491427083333333,0.558510416666667,0.468598484848485,0.105,1.355,3.21,149,26.104,5.076,244.26,163.307,96.045,0.82721875,0.979333333333333,"ISOLATED",83.8541666666667,109.114583333333,101.145833333333,111.09375,0.51,1.66,1768.20833333333,3933.95833333333,5190,9531,2019-10-03,2021-12-27,762,-54,68426,14721,83147,26408.5,56738.5,21218.5,47207.5,0.903276041666667,12.59925,5.897125,6.702125,4.524345,10.71819,15.242535,2.17,2.643285,4.06216444010417,0.339915830365814,84.5063127225639
"36",3,2021-11-23,32.99,36.7,0.491489583333333,0.542666666666667,0.445904761904762,0.105,1.94,2.665,136,28.212,4.469,140.133,47.318,38.849,0.88896875,0.942020833333333,"ISOLATED",89.15625,102.885416666667,99.7083333333333,108.770833333333,1,1.81,1804.70833333333,3074.83333333333,6290,9738,2019-10-03,2021-12-27,782,-34,58554.5,16028,74582.5,27946.5,46636,21656.5,36898,0.915494791666667,12.409875,5.897875,6.512,6.47766,8.898435,15.376095,2.81,2.96622,3.49566357421875,0.318278266141255,85.5168232797817
"37",3,2021-12-14,32.86,36.2,0.455697916666667,0.54484375,0.358892857142857,0,1.29,2.995,65,28.392,6.665,277.029,90.176,49.348,0.89065625,0.956947916666667,"ISOLATED",82.7395833333333,104.614583333333,92.3854166666667,108.895833333333,1.285,2.405,1655.25,2308.79166666667,4099,7162,2019-10-03,2021-12-27,803,-13,47568.5,11261,58829.5,23962,34867.5,19863,27705.5,0.923802083333333,12.0065,5.468375,6.538125,4.30731,10.000305,14.307615,3.69,2.301115,3.04956762152778,0,86.4029214850883
"38",4,2021-07-23,37.54,36.8,0.533465277777778,0.656215277777778,0.516166666666667,11.542,0.799999999999999,3.57666666666667,135,20.163,3.48,228.703,118.922,86.828,0.790173611111111,0.959118055555556,"ISOLATED",87.6666666666667,126.006944444444,110.756944444444,131.166666666667,0.703333333333334,3.51666666666667,1948.36111111111,9150.33333333333,6973.33333333333,24150.6666666667,2019-10-03,2022-03-08,659,-228,133184.333333333,31124,164308.333333333,30353.6666666667,133954.666666667,23380.3333333333,109804,0.874645833333333,14.2761666666667,6.40158333333333,7.87458333333333,2.6712,11.94249,14.61369,4.22,0.337523333333333,5.96525658564815,30.7458710708577,53.7107085775173
"39",4,2021-08-27,41.9,36.8,0.613569444444445,0.7320625,0.596652777777778,15.795,1.63666666666667,4.39666666666667,157,20.065,3.898,351.9,583.055,55.837,0.845291666666667,1.04391666666667,"ISOLATED",106.506944444444,150.131944444444,125.777777777778,143.638888888889,1.12333333333333,3.07333333333333,2332.05555555556,8097.63888888889,7494.66666666667,26898,2019-10-03,2022-03-08,694,-193,125156.333333333,34392.6666666667,159549,35479.3333333333,124069.666666667,27984.6666666667,97171.6666666667,0.944604166666667,16.1475833333333,7.36283333333333,8.78475,5.46483,14.68047,20.1453,4.19666666666667,3.99771666666666,2.98169611689815,37.6968973747017,47.8878281622912
"40",4,2021-09-21,44.78,36.9,0.610947916666667,0.720854166666667,0.58465,19.233,1.52,3.8,148,18.725,5.977,394.198,126.639,98.115,0.871239583333333,1.01289583333333,"ISOLATED",108.822916666667,144.333333333333,124.489583333333,142.40625,1.03,2.845,2590.04166666667,7115.83333333333,9970.5,24224,2019-10-03,2022-03-08,719,-168,116470.5,34194.5,150665,41051,109614,31080.5,85390,0.942067708333333,15.981625,7.331375,8.65025,5.07528,12.6882,17.76348,3.875,1.781855,3.08617386935765,42.9499776686021,41.8155426529701
"41",4,2021-10-12,45.08,36.8,0.651041666666667,0.7450625,0.63162037037037,17.83,1.255,3.19,163,20.88,4.226,430.976,104.661,54.258,0.81765625,0.965229166666667,"ISOLATED",109.979166666667,143.65625,134.28125,148.770833333333,1.625,3.945,2628.375,7548.375,8375,23132,2019-10-03,2022-03-08,740,-147,122121,31507,153628,39915.5,113712.5,31540.5,90580.5,0.891442708333333,16.75325,7.8125,8.94075,4.190445,10.65141,14.841855,5.57,-1.911395,6.06229148871528,39.5519077196096,46.3176574977817
"42",4,2021-11-03,41.73,37,0.617604166666667,0.727479166666667,0.587795833333333,14.525,1.59,3.61,139,20.735,4.057,348.344,622.27,44.119,0.840020833333333,1.01570833333333,"ISOLATED",106.927083333333,146.1875,126.666666666667,143.5625,1.95,4.72,3074.66666666667,7786.125,10693,25933,2019-10-03,2022-03-08,762,-125,130329.5,36626,166955.5,47589,119366.5,36896,93433.5,0.927864583333333,16.141,7.41125,8.72975,5.30901,12.05379,17.3628,6.67,1.2218,3.88112586805556,34.8070932183082,49.6884735202492
"43",4,2021-11-23,41.08,36.9,0.619197916666667,0.7045625,0.586416666666667,15.407,1.29,3.465,145,20.904,3.822,189.771,59.244,52.624,0.836958333333333,0.970375,"ISOLATED",106.697916666667,136.354166666667,127.114583333333,140.53125,1.995,4.91,3122.79166666667,6777.41666666667,9864,21645,2019-10-03,2022-03-08,782,-105,118802.5,31509,150311.5,47337.5,102974,37473.5,81329,0.903666666666667,15.885125,7.430375,8.45475,4.30731,11.569635,15.876945,6.905,-0.00817999999999586,5.10089013888888,37.5048685491724,50.8860759493671
"44",4,2021-12-14,42.1,37.4,0.619666666666667,0.710552083333333,0.588634259259259,15.74,1.305,4.135,156,20.367,3.908,458.233,122.004,46.189,0.851291666666667,1.04251041666667,"ISOLATED",108.1875,145.572916666667,126.84375,139.416666666667,1.365,3.605,3216.04166666667,5500.79166666667,10989.5,18358.5,2019-10-03,2022-03-08,803,-84,104602,29348,133950,49582,84368,38592.5,66009.5,0.946901041666667,15.962625,7.436,8.526625,4.357395,13.806765,18.16416,4.97,2.201535,2.82532919921875,37.3871733966746,48.3776722090261
"45",4,2022-01-04,42.56,37,0.624333333333333,0.707802083333333,0.594515151515151,15.492,1.635,3.175,145,21.728,3.842,173.9,55.754,33.36,0.818697916666667,0.968239583333333,"ISOLATED",105.802083333333,136.875,128.697916666667,141.15625,1.435,2.99,3247.91666666667,6365.875,9478.5,19720.5,2019-10-03,2022-03-08,824,-63,115365.5,29199,144564.5,48453.5,96111,38975,76390.5,0.89346875,15.985625,7.492,8.493625,5.459265,10.601325,16.06059,4.425,0.0749649999999988,5.67656204427083,36.4003759398496,51.0526315789474
"46",4,2022-02-01,38.32,36.1,0.540767361111111,0.673708333333333,0.534758333333333,10.959,1.06833333333333,3.45,140,21.385,4.172,233.66,77.171,41.643,0.810661262871528,0.97115507478125,"ISOLATED",104.090277777778,137.5625,127.979166666667,141.5,1.45,3.655,3310,5949.375,10518.5,21383.5,2019-10-03,2022-03-08,852,-35,111112.5,31902,143014.5,50238.5,92776,39720,71392.5,0.890908168826389,14.5737083333333,6.48920833333333,8.0845,3.567165,11.51955,15.086715,5.105,0.513006666666667,5.2995750969115,28.598643006263,55.8063674321503
"47",4,2022-02-15,37.21,36.3,0.512408564814815,0.5595,0.482980555555556,8.835,0.945,1.43666666666667,151,21.959,4.355,119.216,75.574,43.913,0.759506944444444,0.840520833333333,"ISOLATED",78.5532407407407,93.4305555555556,102.980324074074,110.784722222222,1.43333333333333,2.21333333333333,3275.06944444444,7247.72222222222,10631,22063.6666666667,2019-10-03,2022-03-08,866,-21,126273.5,32694.6666666667,158968.166666667,49931.8333333333,109036.333333333,39300.8333333333,86972.6666666667,0.800013888888889,12.8629027777778,6.14890277777778,6.714,3.155355,4.79703,7.952385,3.64666666666667,-4.91051777777778,8.57467301376029,23.7436173071755,59.0137059930126
